# MEAN_SAMPLE_SIZE = 90438
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BERTUCCI_MEDULLARY_VS_DUCTAL...2         SET     193     0.077821    0.0078277     0.060184     0.098006 BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP
BHATI_G2M_ARREST_BY_2METHOXY...1         SET     117     0.014792    0.0011608     0.074945      0.42177 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN
BHATI_G2M_ARREST_BY_2METHOXY...2         SET     111       0.1066    0.0081492     0.080695      0.09326 BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP
BHATTACHARYA_EMBRYONIC_STEM_...          SET      80     0.061378    0.0039868     0.089324        0.246 BHATTACHARYA_EMBRYONIC_STEM_CELL
BHAT_ESR1_TARGETS_NOT_VIA_AK...1         SET      87       0.1226    0.0083033     0.097644      0.10464 BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN
BHAT_ESR1_TARGETS_NOT_VIA_AK...2         SET     203     0.011402    0.0011758     0.061582      0.42656 BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP
BHAT_ESR1_TARGETS_VIA_AKT1_DN            SET      82     0.056652    0.0037253      0.10154      0.28845 BHAT_ESR1_TARGETS_VIA_AKT1_DN
BHAT_ESR1_TARGETS_VIA_AKT1_UP            SET     273    0.0064488   0.00076981     0.052866      0.45146 BHAT_ESR1_TARGETS_VIA_AKT1_UP
BIDUS_METASTASIS_DN                      SET     142      0.16054      0.01387     0.069204     0.010182 BIDUS_METASTASIS_DN
BIDUS_METASTASIS_UP                      SET     196    -0.028571   -0.0028959     0.059527      0.68437 BIDUS_METASTASIS_UP
BILANGES_RAPAMYCIN_SENSITIVE...1         SET      35     0.065137    0.0028019      0.12023        0.294 BILANGES_RAPAMYCIN_SENSITIVE_GENES
BILANGES_RAPAMYCIN_SENSITIVE...2         SET      61     -0.05063   -0.0028731      0.10426      0.68638 BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2
BILANGES_SERUM_AND_RAPAMYCIN...          SET      64    -0.052389    -0.003045     0.098391      0.70279 BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
BILANGES_SERUM_RESPONSE_TRAN...          SET      31    -0.064008   -0.0025915      0.14836      0.66692 BILANGES_SERUM_RESPONSE_TRANSLATION
BILANGES_SERUM_SENSITIVE_GEN...          SET      73     -0.03164   -0.0019636      0.10419      0.61931 BILANGES_SERUM_SENSITIVE_GENES
BILANGES_SERUM_SENSITIVE_VIA...1         SET      21     0.060076    0.0020024      0.16675      0.35932 BILANGES_SERUM_SENSITIVE_VIA_TSC1
BILANGES_SERUM_SENSITIVE_VIA...2         SET      29      0.11486    0.0044981      0.14132      0.20819 BILANGES_SERUM_SENSITIVE_VIA_TSC2
BILBAN_B_CLL_LPL_DN                      SET      38    -0.011454  -0.00051334      0.13238      0.53447 BILBAN_B_CLL_LPL_DN
BILBAN_B_CLL_LPL_UP                      SET      59     0.072182    0.0040287      0.11376      0.26287 BILBAN_B_CLL_LPL_UP
BILD_CTNNB1_ONCOGENIC_SIGNAT...          SET      73      0.06581    0.0040841      0.10441      0.26425 BILD_CTNNB1_ONCOGENIC_SIGNATURE
BILD_E2F3_ONCOGENIC_SIGNATURE            SET     238     0.014222    0.0015867     0.055108      0.39817 BILD_E2F3_ONCOGENIC_SIGNATURE
BILD_HRAS_ONCOGENIC_SIGNATURE            SET     237    -0.021948   -0.0024435     0.057068      0.64973 BILD_HRAS_ONCOGENIC_SIGNATURE
BILD_MYC_ONCOGENIC_SIGNATURE             SET     192     0.011111    0.0011148     0.055333      0.42042 BILD_MYC_ONCOGENIC_SIGNATURE
BILD_SRC_ONCOGENIC_SIGNATURE             SET      56      0.14816    0.0080566      0.11435     0.097554 BILD_SRC_ONCOGENIC_SIGNATURE
BIOCARTA_41BB_PATHWAY                    SET      18      0.28542    0.0088085      0.17439     0.050857 BIOCARTA_41BB_PATHWAY
BIOCARTA_ACE2_PATHWAY                    SET       9       1.3417     0.029287       0.3461   5.3115e-05 BIOCARTA_ACE2_PATHWAY
BIOCARTA_ACETAMINOPHEN_PATHW...          SET       5     -0.16018   -0.0026064      0.41321      0.65086 BIOCARTA_ACETAMINOPHEN_PATHWAY
BIOCARTA_ACH_PATHWAY                     SET      14      0.42501     0.011569       0.2384     0.037323 BIOCARTA_ACH_PATHWAY
BIOCARTA_ACTINY_PATHWAY                  SET      11    -0.023835  -0.00057515       0.2812      0.53377 BIOCARTA_ACTINY_PATHWAY
BIOCARTA_AGPCR_PATHWAY                   SET      11      0.05636      0.00136       0.2655      0.41595 BIOCARTA_AGPCR_PATHWAY
BIOCARTA_AGR_PATHWAY                     SET      30     0.043387    0.0017281      0.15488      0.38969 BIOCARTA_AGR_PATHWAY
BIOCARTA_AHSP_PATHWAY                    SET      10     -0.33529   -0.0077143      0.23932      0.91939 BIOCARTA_AHSP_PATHWAY
BIOCARTA_AKAP13_PATHWAY                  SET      11      0.11652    0.0028116      0.29429      0.34608 BIOCARTA_AKAP13_PATHWAY
BIOCARTA_AKAP95_PATHWAY                  SET      11     -0.12784   -0.0030849      0.25469      0.69215 BIOCARTA_AKAP95_PATHWAY
BIOCARTA_AKAPCENTROSOME_PATH...          SET      14     -0.23314   -0.0063462      0.22658      0.84825 BIOCARTA_AKAPCENTROSOME_PATHWAY
BIOCARTA_AKT_PATHWAY                     SET      20      0.37259      0.01212      0.18745     0.023429 BIOCARTA_AKT_PATHWAY
BIOCARTA_ALK_PATHWAY                     SET      35      0.37646     0.016193      0.15179    0.0065701 BIOCARTA_ALK_PATHWAY
BIOCARTA_ALTERNATIVE_PATHWAY             SET       8     0.008219   0.00016915      0.31691      0.48965 BIOCARTA_ALTERNATIVE_PATHWAY
BIOCARTA_AMAN_PATHWAY                    SET      14      0.06397    0.0017413      0.20588      0.37801 BIOCARTA_AMAN_PATHWAY
BIOCARTA_AMI_PATHWAY                     SET      18      0.19529    0.0060269      0.18349       0.1436 BIOCARTA_AMI_PATHWAY
BIOCARTA_ARAP_PATHWAY                    SET      17      0.20547    0.0061626      0.18359      0.13154 BIOCARTA_ARAP_PATHWAY
BIOCARTA_ARENRF2_PATHWAY                 SET      20    -0.010033  -0.00032638      0.19787      0.52022 BIOCARTA_ARENRF2_PATHWAY
BIOCARTA_ARF_PATHWAY                     SET      17      0.23288    0.0069847      0.21469      0.13903 BIOCARTA_ARF_PATHWAY
BIOCARTA_ASBCELL_PATHWAY                 SET      12      0.17446    0.0043967      0.26405      0.25441 BIOCARTA_ASBCELL_PATHWAY
BIOCARTA_AT1R_PATHWAY                    SET      26      0.20798    0.0077124      0.16496      0.10371 BIOCARTA_AT1R_PATHWAY
BIOCARTA_ATM_PATHWAY                     SET      20      0.28205    0.0091748      0.18752     0.066286 BIOCARTA_ATM_PATHWAY
BIOCARTA_ATRBRCA_PATHWAY                 SET      22      0.14851    0.0050663      0.17304      0.19539 BIOCARTA_ATRBRCA_PATHWAY
BIOCARTA_BAD_PATHWAY                     SET      24      0.18142     0.006464      0.17292      0.14706 BIOCARTA_BAD_PATHWAY
BIOCARTA_BARD1_PATHWAY                   SET       8      0.27935    0.0057489      0.29387      0.17091 BIOCARTA_BARD1_PATHWAY
BIOCARTA_BARRESTIN_PATHWAY               SET      12   -0.0043628  -0.00010995      0.25701      0.50677 BIOCARTA_BARRESTIN_PATHWAY
BIOCARTA_BARRESTIN_SRC_PATHW...          SET      17     -0.25506     -0.00765      0.22074      0.87605 BIOCARTA_BARRESTIN_SRC_PATHWAY
BIOCARTA_BARR_MAPK_PATHWAY               SET      14     -0.10823   -0.0029462      0.25016      0.66737 BIOCARTA_BARR_MAPK_PATHWAY
BIOCARTA_BBCELL_PATHWAY                  SET       8    -0.014967  -0.00030802      0.35331       0.5169 BIOCARTA_BBCELL_PATHWAY
BIOCARTA_BCELLSURVIVAL_PATHW...          SET      14     0.074841    0.0020372      0.23791      0.37654 BIOCARTA_BCELLSURVIVAL_PATHWAY
BIOCARTA_BCR_PATHWAY                     SET      31     0.045739    0.0018518      0.14602      0.37705 BIOCARTA_BCR_PATHWAY
BIOCARTA_BIOPEPTIDES_PATHWAY             SET      28      0.12972    0.0049917      0.15599      0.20282 BIOCARTA_BIOPEPTIDES_PATHWAY
BIOCARTA_BLYMPHOCYTE_PATHWAY             SET      12      0.16039    0.0040423      0.25924      0.26806 BIOCARTA_BLYMPHOCYTE_PATHWAY
BIOCARTA_BOTULIN_PATHWAY                 SET       5     0.095429    0.0015527      0.36793      0.39768 BIOCARTA_BOTULIN_PATHWAY
BIOCARTA_BTG2_PATHWAY                    SET      11   -0.0074475  -0.00017971      0.25511      0.51164 BIOCARTA_BTG2_PATHWAY
BIOCARTA_CACAM_PATHWAY                   SET       9      0.31834    0.0069487      0.28826      0.13472 BIOCARTA_CACAM_PATHWAY
BIOCARTA_CALCINEURIN_PATHWAY             SET      17      0.27809    0.0083406      0.18736     0.068884 BIOCARTA_CALCINEURIN_PATHWAY
BIOCARTA_CARDIACEGF_PATHWAY              SET      17      0.21167    0.0063484       0.2115      0.15848 BIOCARTA_CARDIACEGF_PATHWAY
BIOCARTA_CARM1_PATHWAY                   SET      12    -0.099792    -0.002515      0.27814      0.64012 BIOCARTA_CARM1_PATHWAY
BIOCARTA_CARM_ER_PATHWAY                 SET      23    -0.053215   -0.0018562      0.18696      0.61204 BIOCARTA_CARM_ER_PATHWAY
BIOCARTA_CASPASE_PATHWAY                 SET      21     -0.07446   -0.0024819      0.18314      0.65784 BIOCARTA_CASPASE_PATHWAY
BIOCARTA_CB1R_PATHWAY                    SET       7      -0.4242   -0.0081663        0.278      0.93647 BIOCARTA_CB1R_PATHWAY
BIOCARTA_CBL_PATHWAY                     SET      11      0.32268    0.0077862      0.25826      0.10577 BIOCARTA_CBL_PATHWAY
BIOCARTA_CCR3_PATHWAY                    SET      18    -0.066503   -0.0020524      0.20189      0.62907 BIOCARTA_CCR3_PATHWAY
BIOCARTA_CCR5_PATHWAY                    SET      16      0.44224     0.012868      0.21581     0.020228 BIOCARTA_CCR5_PATHWAY
BIOCARTA_CD40_PATHWAY                    SET      12       0.2382    0.0060033      0.22355      0.14332 BIOCARTA_CD40_PATHWAY
BIOCARTA_CDC25_PATHWAY                   SET       9      0.25748    0.0056201      0.24854      0.15012 BIOCARTA_CDC25_PATHWAY
BIOCARTA_CDC42RAC_PATHWAY                SET       8     0.018886   0.00038868      0.31404      0.47602 BIOCARTA_CDC42RAC_PATHWAY
BIOCARTA_CDK5_PATHWAY                    SET      13      0.12419    0.0032576       0.2238      0.28948 BIOCARTA_CDK5_PATHWAY
BIOCARTA_CDMAC_PATHWAY                   SET      16     0.021899   0.00063723      0.21141      0.45875 BIOCARTA_CDMAC_PATHWAY
BIOCARTA_CELL2CELL_PATHWAY               SET      10    -0.032513  -0.00074805      0.24977      0.55178 BIOCARTA_CELL2CELL_PATHWAY
BIOCARTA_CELLCYCLE_PATHWAY               SET      23       0.3312     0.011553      0.16442     0.021995 BIOCARTA_CELLCYCLE_PATHWAY
BIOCARTA_CERAMIDE_PATHWAY                SET      20    -0.011308  -0.00036785      0.17432      0.52586 BIOCARTA_CERAMIDE_PATHWAY
BIOCARTA_CFTR_PATHWAY                    SET      11      0.25753    0.0062142      0.25715       0.1583 BIOCARTA_CFTR_PATHWAY
BIOCARTA_CHEMICAL_PATHWAY                SET      18      0.32931     0.010163      0.19899     0.048984 BIOCARTA_CHEMICAL_PATHWAY
BIOCARTA_CHREBP_PATHWAY                  SET      19     -0.29309   -0.0092928      0.19141      0.93713 BIOCARTA_CHREBP_PATHWAY
BIOCARTA_CIRCADIAN_PATHWAY               SET       6     -0.28502     -0.00508      0.33986      0.79916 BIOCARTA_CIRCADIAN_PATHWAY
BIOCARTA_CK1_PATHWAY                     SET      16      0.19624    0.0057103      0.20922      0.17413 BIOCARTA_CK1_PATHWAY
BIOCARTA_CLASSIC_PATHWAY                 SET      14      0.45765     0.012457      0.23899     0.027761 BIOCARTA_CLASSIC_PATHWAY
BIOCARTA_COMP_PATHWAY                    SET      19      0.19678    0.0062391      0.19476      0.15616 BIOCARTA_COMP_PATHWAY
BIOCARTA_CPSF_PATHWAY                    SET       9      0.14944    0.0032619      0.24264      0.26898 BIOCARTA_CPSF_PATHWAY
BIOCARTA_CREB_PATHWAY                    SET      22      0.29601     0.010098      0.18013     0.050166 BIOCARTA_CREB_PATHWAY
BIOCARTA_CREM_PATHWAY                    SET       6    -0.068009   -0.0012122       0.3994       0.5676 BIOCARTA_CREM_PATHWAY
BIOCARTA_CSK_PATHWAY                     SET      20     0.065609    0.0021342      0.18388      0.36062 BIOCARTA_CSK_PATHWAY
BIOCARTA_CTBP1_PATHWAY                   SET       8      0.04037    0.0008308      0.28119      0.44292 BIOCARTA_CTBP1_PATHWAY
BIOCARTA_CTCF_PATHWAY                    SET      24      0.32848     0.011704      0.18394      0.03707 BIOCARTA_CTCF_PATHWAY
BIOCARTA_CTLA4_PATHWAY                   SET      20      0.14927    0.0048557      0.19399      0.22081 BIOCARTA_CTLA4_PATHWAY
BIOCARTA_CTL_PATHWAY                     SET      13        0.151    0.0039609      0.21714       0.2434 BIOCARTA_CTL_PATHWAY
BIOCARTA_CXCR4_PATHWAY                   SET      19      0.31805     0.010084      0.18585     0.043519 BIOCARTA_CXCR4_PATHWAY
BIOCARTA_CYTOKINE_PATHWAY                SET      19      -0.3325    -0.010542      0.18504      0.96381 BIOCARTA_CYTOKINE_PATHWAY
BIOCARTA_D4GDI_PATHWAY                   SET      12     -0.06751   -0.0017014      0.26527      0.60044 BIOCARTA_D4GDI_PATHWAY
BIOCARTA_DC_PATHWAY                      SET      16     -0.33612   -0.0097806      0.20748      0.94738 BIOCARTA_DC_PATHWAY
BIOCARTA_DEATH_PATHWAY                   SET      27     0.021145   0.00079903       0.1593       0.4472 BIOCARTA_DEATH_PATHWAY
BIOCARTA_DICER_PATHWAY                   SET       5     -0.51936   -0.0084505      0.43169      0.88552 BIOCARTA_DICER_PATHWAY
BIOCARTA_DNAFRAGMENT_PATHWAY             SET      10    -0.037339  -0.00085908      0.25296      0.55867 BIOCARTA_DNAFRAGMENT_PATHWAY
BIOCARTA_DREAM_PATHWAY                   SET      13     0.018286   0.00047966      0.24293         0.47 BIOCARTA_DREAM_PATHWAY
BIOCARTA_DSP_PATHWAY                     SET       8      0.62942     0.012953      0.27671     0.011471 BIOCARTA_DSP_PATHWAY
BIOCARTA_ECM_PATHWAY                     SET      19      0.24752    0.0078479      0.18533     0.090858 BIOCARTA_ECM_PATHWAY
BIOCARTA_EDG1_PATHWAY                    SET      22      0.39443     0.013456      0.18408     0.016077 BIOCARTA_EDG1_PATHWAY
BIOCARTA_EEA1_PATHWAY                    SET       7     -0.29152    -0.005612      0.29527      0.83824 BIOCARTA_EEA1_PATHWAY
BIOCARTA_EFP_PATHWAY                     SET      16     -0.18595   -0.0054107      0.18683      0.84019 BIOCARTA_EFP_PATHWAY
BIOCARTA_EGFR_SMRTE_PATHWAY              SET      11      0.24828    0.0059909      0.29177      0.19741 BIOCARTA_EGFR_SMRTE_PATHWAY
BIOCARTA_EGF_PATHWAY                     SET      26    -0.063292    -0.002347      0.15393      0.65952 BIOCARTA_EGF_PATHWAY
BIOCARTA_EICOSANOID_PATHWAY              SET      21    -0.015498  -0.00051658      0.19969      0.53093 BIOCARTA_EICOSANOID_PATHWAY
BIOCARTA_EIF2_PATHWAY                    SET       9     -0.19319    -0.004217      0.24713      0.78281 BIOCARTA_EIF2_PATHWAY
BIOCARTA_EIF4_PATHWAY                    SET      24      0.27566    0.0098217      0.16397     0.046379 BIOCARTA_EIF4_PATHWAY
BIOCARTA_EIF_PATHWAY                     SET      14     -0.30158   -0.0082089      0.20226      0.93202 BIOCARTA_EIF_PATHWAY
BIOCARTA_EOSINOPHILS_PATHWAY             SET       8      -1.0891    -0.022414      0.27484      0.99996 BIOCARTA_EOSINOPHILS_PATHWAY
BIOCARTA_EPHA4_PATHWAY                   SET       8     -0.12182   -0.0025069      0.33321      0.64266 BIOCARTA_EPHA4_PATHWAY
BIOCARTA_EPONFKB_PATHWAY                 SET       9      0.38246    0.0083481      0.27082     0.078947 BIOCARTA_EPONFKB_PATHWAY
BIOCARTA_EPO_PATHWAY                     SET      18    0.0064275   0.00019836      0.19005      0.48651 BIOCARTA_EPO_PATHWAY
BIOCARTA_ERAD_PATHWAY                    SET      19      0.24209    0.0076758      0.16987     0.077068 BIOCARTA_ERAD_PATHWAY
BIOCARTA_ERBB3_PATHWAY                   SET       5     -0.58202   -0.0094701      0.39491      0.92973 BIOCARTA_ERBB3_PATHWAY
BIOCARTA_ERBB4_PATHWAY                   SET       7     0.063065    0.0012141      0.29471      0.41528 BIOCARTA_ERBB4_PATHWAY
BIOCARTA_ERK5_PATHWAY                    SET      13      0.18148    0.0047604      0.21683      0.20131 BIOCARTA_ERK5_PATHWAY
BIOCARTA_ERK_PATHWAY                     SET      26      0.29718      0.01102      0.16827     0.038702 BIOCARTA_ERK_PATHWAY
BIOCARTA_ERYTH_PATHWAY                   SET      14    -0.003263   -8.882e-05      0.22788      0.50571 BIOCARTA_ERYTH_PATHWAY
BIOCARTA_ETC_PATHWAY                     SET       8     -0.21476   -0.0044197      0.26173      0.79404 BIOCARTA_ETC_PATHWAY
BIOCARTA_ETS_PATHWAY                     SET      17    0.0010764   3.2285e-05      0.19365      0.49778 BIOCARTA_ETS_PATHWAY
BIOCARTA_EXTRINSIC_PATHWAY               SET      13     -0.37561   -0.0098525      0.21234      0.96153 BIOCARTA_EXTRINSIC_PATHWAY
BIOCARTA_FAS_PATHWAY                     SET      30    0.0078909   0.00031429      0.15823      0.48011 BIOCARTA_FAS_PATHWAY
BIOCARTA_FBW7_PATHWAY                    SET       9     -0.29652   -0.0064724        0.259      0.87386 BIOCARTA_FBW7_PATHWAY
BIOCARTA_FCER1_PATHWAY                   SET      37    -0.026067   -0.0011528      0.13232      0.57809 BIOCARTA_FCER1_PATHWAY
BIOCARTA_FEEDER_PATHWAY                  SET       9     -0.10077   -0.0021997      0.20738      0.68649 BIOCARTA_FEEDER_PATHWAY
BIOCARTA_FIBRINOLYSIS_PATHWAY            SET      12      0.22464    0.0056615      0.26403      0.19744 BIOCARTA_FIBRINOLYSIS_PATHWAY
BIOCARTA_FLUMAZENIL_PATHWAY              SET       8     -0.11228   -0.0023106      0.32471      0.63524 BIOCARTA_FLUMAZENIL_PATHWAY
BIOCARTA_FMLP_PATHWAY                    SET      33      0.21458    0.0089629      0.13462     0.055479 BIOCARTA_FMLP_PATHWAY
BIOCARTA_FOSB_PATHWAY                    SET       5      -0.3979   -0.0064743      0.31921       0.8937 BIOCARTA_FOSB_PATHWAY
BIOCARTA_FREE_PATHWAY                    SET       9     -0.27315   -0.0059622       0.2355      0.87694 BIOCARTA_FREE_PATHWAY
BIOCARTA_FXR_PATHWAY                     SET       7      0.73248     0.014101      0.29744     0.006901 BIOCARTA_FXR_PATHWAY
BIOCARTA_G1_PATHWAY                      SET      28      0.37011     0.014242      0.16062     0.010613 BIOCARTA_G1_PATHWAY
BIOCARTA_G2_PATHWAY                      SET      24     0.069792    0.0024867       0.1723      0.34272 BIOCARTA_G2_PATHWAY
BIOCARTA_GABA_PATHWAY                    SET       9    -0.055318   -0.0012075      0.26188      0.58365 BIOCARTA_GABA_PATHWAY
BIOCARTA_GATA3_PATHWAY                   SET      14      -0.3557   -0.0096822      0.21458      0.95129 BIOCARTA_GATA3_PATHWAY
BIOCARTA_GCR_PATHWAY                     SET      17      0.18835     0.005649      0.21615      0.19178 BIOCARTA_GCR_PATHWAY
BIOCARTA_GHRELIN_PATHWAY                 SET      13    -0.058179   -0.0015261      0.23923      0.59607 BIOCARTA_GHRELIN_PATHWAY
BIOCARTA_GH_PATHWAY                      SET      27     0.077018    0.0029104      0.15767      0.31261 BIOCARTA_GH_PATHWAY
BIOCARTA_GLEEVEC_PATHWAY                 SET      23      0.11545    0.0040271      0.17865      0.25906 BIOCARTA_GLEEVEC_PATHWAY
BIOCARTA_GPCR_PATHWAY                    SET      28     0.095145    0.0036613      0.15392      0.26824 BIOCARTA_GPCR_PATHWAY
BIOCARTA_GRANULOCYTES_PATHWAY            SET      14     0.027936   0.00076043      0.22917      0.45149 BIOCARTA_GRANULOCYTES_PATHWAY
BIOCARTA_GSK3_PATHWAY                    SET      19      0.27872    0.0088373      0.18549     0.066472 BIOCARTA_GSK3_PATHWAY
BIOCARTA_HBX_PATHWAY                     SET       7      0.24117    0.0046428      0.31132      0.21927 BIOCARTA_HBX_PATHWAY
BIOCARTA_HCMV_PATHWAY                    SET      17      0.39517     0.011852       0.1999     0.024038 BIOCARTA_HCMV_PATHWAY
BIOCARTA_HDAC_PATHWAY                    SET      24      0.32475     0.011571       0.1749     0.031677 BIOCARTA_HDAC_PATHWAY
BIOCARTA_HER2_PATHWAY                    SET      23     0.097622    0.0034051      0.17315      0.28645 BIOCARTA_HER2_PATHWAY
BIOCARTA_HES_PATHWAY                     SET      11      0.37121    0.0089573      0.25015     0.068917 BIOCARTA_HES_PATHWAY
BIOCARTA_HIF_PATHWAY                     SET      15     0.078303    0.0022062      0.25656      0.38011 BIOCARTA_HIF_PATHWAY
BIOCARTA_HIVNEF_PATHWAY                  SET      54    -0.036644   -0.0019569      0.10536        0.636 BIOCARTA_HIVNEF_PATHWAY
BIOCARTA_HSP27_PATHWAY                   SET      14      0.20632    0.0056161      0.20391      0.15582 BIOCARTA_HSP27_PATHWAY
BIOCARTA_HSWI_SNF_PATHWAY                SET      12      0.17127    0.0043164      0.24725      0.24425 BIOCARTA_HSWI_SNF_PATHWAY
BIOCARTA_IFNA_PATHWAY                    SET       9      0.13627    0.0029744      0.28293      0.31504 BIOCARTA_IFNA_PATHWAY
BIOCARTA_IFNG_PATHWAY                    SET       6       0.2244    0.0039995      0.41308      0.29349 BIOCARTA_IFNG_PATHWAY
BIOCARTA_IGF1MTOR_PATHWAY                SET      18     0.065633    0.0020255      0.19335      0.36714 BIOCARTA_IGF1MTOR_PATHWAY
BIOCARTA_IGF1R_PATHWAY                   SET      23      0.27285    0.0095174      0.17025     0.054509 BIOCARTA_IGF1R_PATHWAY
BIOCARTA_IGF1_PATHWAY                    SET      20     -0.02361  -0.00076803      0.17191      0.55462 BIOCARTA_IGF1_PATHWAY
BIOCARTA_IL10_PATHWAY                    SET      13    -0.023286  -0.00061082      0.23459      0.53954 BIOCARTA_IL10_PATHWAY
BIOCARTA_IL12_PATHWAY                    SET      18      -0.1069    -0.003299      0.21342      0.69177 BIOCARTA_IL12_PATHWAY
BIOCARTA_IL17_PATHWAY                    SET      15    -0.017084  -0.00048133      0.22581      0.53015 BIOCARTA_IL17_PATHWAY
BIOCARTA_IL1R_PATHWAY                    SET      29      0.26324     0.010309      0.15532     0.045068 BIOCARTA_IL1R_PATHWAY
BIOCARTA_IL22BP_PATHWAY                  SET       9       0.2002    0.0043699       0.3444      0.28052 BIOCARTA_IL22BP_PATHWAY
BIOCARTA_IL2RB_PATHWAY                   SET      36      0.14736    0.0064284      0.13875      0.14411 BIOCARTA_IL2RB_PATHWAY
BIOCARTA_IL2_PATHWAY                     SET      20     -0.15872   -0.0051629      0.19152      0.79636 BIOCARTA_IL2_PATHWAY
BIOCARTA_IL3_PATHWAY                     SET      14    -0.081735   -0.0022248      0.21833      0.64593 BIOCARTA_IL3_PATHWAY
BIOCARTA_IL4_PATHWAY                     SET      10      0.59437     0.013675      0.26322     0.011978 BIOCARTA_IL4_PATHWAY
BIOCARTA_IL5_PATHWAY                     SET      11     -0.61565    -0.014856      0.24182      0.99455 BIOCARTA_IL5_PATHWAY
BIOCARTA_IL6_PATHWAY                     SET      20     0.028209   0.00091762      0.18051      0.43791 BIOCARTA_IL6_PATHWAY
