# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_LIPOPROTEIN_CATABOLIC_P...          SET      16      0.71433     0.020786      0.24746    0.0019488 GOBP_LIPOPROTEIN_CATABOLIC_PROCESS
GOBP_LIPOPROTEIN_LOCALIZATION            SET      17      0.30209    0.0090606      0.20869     0.073877 GOBP_LIPOPROTEIN_LOCALIZATION
GOBP_LIPOPROTEIN_METABOLIC_P...          SET     131    -0.041893   -0.0034774     0.080112      0.69948 GOBP_LIPOPROTEIN_METABOLIC_PROCESS
GOBP_LIPOSACCHARIDE_METABOLI...          SET     100      -0.1229   -0.0089207     0.086834      0.92151 GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS
GOBP_LIPOXIN_METABOLIC_PROCE...          SET       5     -0.39185   -0.0063758      0.42039      0.82436 GOBP_LIPOXIN_METABOLIC_PROCESS
GOBP_LIPOXYGENASE_PATHWAY                SET      10    -0.074414   -0.0017121      0.30029      0.59786 GOBP_LIPOXYGENASE_PATHWAY
GOBP_LIVER_MORPHOGENESIS                 SET      24    -0.089118   -0.0031753       0.1817       0.6881 GOBP_LIVER_MORPHOGENESIS
GOBP_LIVER_REGENERATION                  SET      29       -0.174    -0.006814      0.16285      0.85734 GOBP_LIVER_REGENERATION
GOBP_LOBAR_BRONCHUS_DEVELOPM...          SET       6     -0.19069   -0.0033988      0.41536      0.67692 GOBP_LOBAR_BRONCHUS_DEVELOPMENT
GOBP_LOBAR_BRONCHUS_EPITHELI...          SET       5     -0.19641   -0.0031958      0.44816       0.6694 GOBP_LOBAR_BRONCHUS_EPITHELIUM_DEVELOPMENT
GOBP_LOCALIZATION_WITHIN_MEM...          SET     635    -0.020636   -0.0037202     0.035481      0.71958 GOBP_LOCALIZATION_WITHIN_MEMBRANE
GOBP_LOCOMOTION                          SET    1246     0.087452     0.021712     0.027554   0.00075353 GOBP_LOCOMOTION
GOBP_LOCOMOTION_INVOLVED_IN_...          SET      12    -0.015584  -0.00039276       0.2848      0.52182 GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR
GOBP_LOCOMOTORY_BEHAVIOR                 SET     194    -0.052053   -0.0052491     0.066808      0.78204 GOBP_LOCOMOTORY_BEHAVIOR
GOBP_LOCOMOTORY_EXPLORATION_...          SET      15      0.17998     0.005071      0.20641      0.19162 GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR
GOBP_LOCOMOTOR_RHYTHM                    SET      14     -0.14517   -0.0039514      0.23611      0.73066 GOBP_LOCOMOTOR_RHYTHM
GOBP_LONG_CHAIN_FATTY_ACID_B...          SET      26      0.28464     0.010555      0.19237     0.069494 GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACID_C...          SET       7      0.23139    0.0044545      0.34088      0.24864 GOBP_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACID_I...          SET      10      0.35755    0.0082263      0.29792      0.11505 GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_LONG_CHAIN_FATTY_ACID_M...          SET     102     0.061778    0.0045284     0.091746      0.25036 GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACID_T...          SET      67     0.050745    0.0030175      0.11773      0.33323 GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT
GOBP_LONG_CHAIN_FATTY_ACYL_C...1         SET      18      0.32157    0.0099242      0.23244      0.08327 GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACYL_C...2         SET      24      0.23548    0.0083901      0.20122      0.12096 GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS
GOBP_LONG_TERM_MEMORY                    SET      35      0.17366    0.0074702      0.15208      0.12674 GOBP_LONG_TERM_MEMORY
GOBP_LONG_TERM_SYNAPTIC_DEPR...          SET      30     -0.10821   -0.0043099      0.17125      0.73626 GOBP_LONG_TERM_SYNAPTIC_DEPRESSION
GOBP_LONG_TERM_SYNAPTIC_POTE...          SET      85      0.12373     0.008283      0.10147      0.11137 GOBP_LONG_TERM_SYNAPTIC_POTENTIATION
GOBP_LOOP_OF_HENLE_DEVELOPME...          SET      12     -0.04735   -0.0011933      0.29761       0.5632 GOBP_LOOP_OF_HENLE_DEVELOPMENT
GOBP_LOW_DENSITY_LIPOPROTEIN...1         SET      27      0.58332     0.022043      0.16424   0.00019201 GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE
GOBP_LOW_DENSITY_LIPOPROTEIN...2         SET      16      0.45423     0.013217       0.2186      0.01887 GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING
GOBP_LOW_DENSITY_LIPOPROTEIN...3         SET       5       2.1607     0.035157      0.42298   1.6427e-07 GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS
GOBP_LUNG_ALVEOLUS_DEVELOPME...          SET      45      0.11871    0.0057886       0.1294      0.17947 GOBP_LUNG_ALVEOLUS_DEVELOPMENT
GOBP_LUNG_ASSOCIATED_MESENCH...          SET       8    -0.071781   -0.0014772      0.36659      0.57762 GOBP_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT
GOBP_LUNG_CELL_DIFFERENTIATI...          SET      28     -0.11781   -0.0045333       0.1793      0.74442 GOBP_LUNG_CELL_DIFFERENTIATION
GOBP_LUNG_EPITHELIUM_DEVELOP...          SET      43    -0.043601   -0.0020783      0.14095      0.62147 GOBP_LUNG_EPITHELIUM_DEVELOPMENT
GOBP_LUNG_GROWTH                         SET       6   -0.0039666  -7.0699e-05      0.42223      0.50375 GOBP_LUNG_GROWTH
GOBP_LUNG_LOBE_DEVELOPMENT               SET       7     -0.43714   -0.0084153      0.41379       0.8546 GOBP_LUNG_LOBE_DEVELOPMENT
GOBP_LUNG_MORPHOGENESIS                  SET      51     0.057861    0.0030031      0.14113      0.34092 GOBP_LUNG_MORPHOGENESIS
GOBP_LUNG_SACCULE_DEVELOPMENT            SET       9      0.21854    0.0047702      0.27614      0.21436 GOBP_LUNG_SACCULE_DEVELOPMENT
GOBP_LUNG_SECRETORY_CELL_DIF...          SET      11      0.31683    0.0076452        0.285      0.13314 GOBP_LUNG_SECRETORY_CELL_DIFFERENTIATION
GOBP_LUNG_VASCULATURE_DEVELO...          SET       5      0.78111      0.01271       0.3993     0.025229 GOBP_LUNG_VASCULATURE_DEVELOPMENT
GOBP_LUTEINIZATION                       SET      12      0.18461    0.0046526      0.24857      0.22884 GOBP_LUTEINIZATION
GOBP_LUTEINIZING_HORMONE_SEC...          SET      10     -0.19276   -0.0044349      0.29797      0.74114 GOBP_LUTEINIZING_HORMONE_SECRETION
GOBP_LUTEOLYSIS                          SET       7      0.04057   0.00078103      0.35674      0.45473 GOBP_LUTEOLYSIS
GOBP_LYMPHANGIOGENESIS                   SET      16     -0.40198    -0.011697      0.23149      0.95875 GOBP_LYMPHANGIOGENESIS
GOBP_LYMPHATIC_ENDOTHELIAL_C...          SET       8      0.16717    0.0034403      0.31471      0.29765 GOBP_LYMPHATIC_ENDOTHELIAL_CELL_DIFFERENTIATION
GOBP_LYMPHOCYTE_ACTIVATION               SET     735     0.058674     0.011349      0.03512     0.047406 GOBP_LYMPHOCYTE_ACTIVATION
GOBP_LYMPHOCYTE_ACTIVATION_I...          SET     201     0.069459    0.0071284     0.068975      0.15697 GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_LYMPHOCYTE_AGGREGATION              SET       4     0.019608   0.00028537      0.50097      0.48439 GOBP_LYMPHOCYTE_AGGREGATION
GOBP_LYMPHOCYTE_ANERGY                   SET       7     -0.10044   -0.0019335      0.38983      0.60166 GOBP_LYMPHOCYTE_ANERGY
GOBP_LYMPHOCYTE_APOPTOTIC_PR...          SET      76      0.19809     0.012542     0.098533     0.022205 GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS
GOBP_LYMPHOCYTE_CHEMOTAXIS               SET      52    0.0061615   0.00032291      0.12886      0.48093 GOBP_LYMPHOCYTE_CHEMOTAXIS
GOBP_LYMPHOCYTE_COSTIMULATION            SET      43   -0.0043813  -0.00020885       0.1422      0.51229 GOBP_LYMPHOCYTE_COSTIMULATION
GOBP_LYMPHOCYTE_HOMEOSTASIS              SET      66     0.036422    0.0021496      0.10679      0.36653 GOBP_LYMPHOCYTE_HOMEOSTASIS
GOBP_LYMPHOCYTE_MEDIATED_IMM...          SET     277      0.18507     0.022252     0.058075   0.00072065 GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_LYMPHOCYTE_MIGRATION                SET     104     0.034011    0.0025172     0.091643      0.35527 GOBP_LYMPHOCYTE_MIGRATION
GOBP_LYMPHOCYTE_MIGRATION_IN...          SET       8     -0.44317   -0.0091203      0.35516      0.89394 GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS
GOBP_LYMPHOID_PROGENITOR_CEL...          SET      24     0.074599     0.002658      0.18228      0.34118 GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION
GOBP_LYMPH_NODE_DEVELOPMENT              SET      18    0.0027296   8.4238e-05      0.18783       0.4942 GOBP_LYMPH_NODE_DEVELOPMENT
GOBP_LYMPH_VESSEL_DEVELOPMENT            SET      29     -0.10148   -0.0039741      0.17391      0.72023 GOBP_LYMPH_VESSEL_DEVELOPMENT
GOBP_LYMPH_VESSEL_MORPHOGENE...          SET      21     -0.24575   -0.0081914      0.20371      0.88616 GOBP_LYMPH_VESSEL_MORPHOGENESIS
GOBP_LYSINE_METABOLIC_PROCESS            SET       8     -0.16223   -0.0033386      0.32466      0.69135 GOBP_LYSINE_METABOLIC_PROCESS
GOBP_LYSOSOMAL_LUMEN_ACIDIFI...          SET      19      0.25766    0.0081694      0.20016     0.099009 GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION
GOBP_LYSOSOMAL_MEMBRANE_ORGA...          SET      15     -0.21627   -0.0060934      0.21383      0.84408 GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION
GOBP_LYSOSOMAL_MICROAUTOPHAGY            SET      12    -0.073148   -0.0018435      0.24308      0.61826 GOBP_LYSOSOMAL_MICROAUTOPHAGY
GOBP_LYSOSOMAL_PROTEIN_CATAB...          SET      17      0.65123     0.019532      0.21716    0.0013571 GOBP_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS
GOBP_LYSOSOMAL_TRANSPORT                 SET     124     0.037608    0.0030377     0.080079      0.31931 GOBP_LYSOSOMAL_TRANSPORT
GOBP_LYTIC_VACUOLE_ORGANIZAT...          SET      96     0.034636    0.0024634      0.08548      0.34267 GOBP_LYTIC_VACUOLE_ORGANIZATION
GOBP_L_ALANINE_TRANSMEMBRANE...          SET       4      0.67846    0.0098741      0.39628      0.04345 GOBP_L_ALANINE_TRANSMEMBRANE_TRANSPORT
GOBP_L_ALANINE_TRANSPORT                 SET      10     0.065409    0.0015049      0.30256      0.41442 GOBP_L_ALANINE_TRANSPORT
GOBP_L_AMINO_ACID_TRANSPORT              SET      78     0.035898    0.0023026      0.10816      0.36998 GOBP_L_AMINO_ACID_TRANSPORT
GOBP_L_ARGININE_IMPORT_ACROS...          SET       6      0.67556     0.012041      0.38684     0.040381 GOBP_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_ARGININE_TRANSMEMBRAN...          SET      14      0.37078     0.010093      0.26506      0.08094 GOBP_L_ARGININE_TRANSMEMBRANE_TRANSPORT
GOBP_L_ASCORBIC_ACID_METABOL...          SET       8     -0.34824   -0.0071668      0.35802      0.83464 GOBP_L_ASCORBIC_ACID_METABOLIC_PROCESS
GOBP_L_ASPARTATE_IMPORT_ACRO...          SET       6     0.079149    0.0014107      0.41531      0.42443 GOBP_L_ASPARTATE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_ASPARTATE_TRANSMEMBRA...          SET      12     0.096743    0.0024382      0.29374      0.37095 GOBP_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT
GOBP_L_CYSTEINE_METABOLIC_PR...          SET       4     -0.35941   -0.0052307       0.4216      0.80302 GOBP_L_CYSTEINE_METABOLIC_PROCESS
GOBP_L_CYSTINE_TRANSPORT                 SET       6    -0.060614   -0.0010804      0.35237      0.56829 GOBP_L_CYSTINE_TRANSPORT
GOBP_L_GLUTAMATE_IMPORT                  SET      29    -0.063656   -0.0024928      0.17574      0.64141 GOBP_L_GLUTAMATE_IMPORT
GOBP_L_GLUTAMATE_IMPORT_ACRO...          SET      17    -0.014387   -0.0004315      0.22949      0.52499 GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_GLUTAMINE_IMPORT_ACRO...          SET       3      0.15529    0.0019573      0.62254      0.40151 GOBP_L_GLUTAMINE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_L_HISTIDINE_TRANSMEMBRA...          SET       4    -0.062503  -0.00090964      0.54248      0.54586 GOBP_L_HISTIDINE_TRANSMEMBRANE_TRANSPORT
GOBP_L_KYNURENINE_METABOLIC_...          SET       7     0.035092   0.00067556      0.38686      0.46386 GOBP_L_KYNURENINE_METABOLIC_PROCESS
GOBP_L_LYSINE_TRANSPORT                  SET       8    0.0096027   0.00019762      0.36997      0.48965 GOBP_L_LYSINE_TRANSPORT
GOBP_L_METHIONINE_SALVAGE_FR...          SET       5      0.92158     0.014995      0.42298      0.01468 GOBP_L_METHIONINE_SALVAGE_FROM_METHYLTHIOADENOSINE
GOBP_L_PHENYLALANINE_METABOL...          SET       8    -0.090929   -0.0018713      0.32361      0.61064 GOBP_L_PHENYLALANINE_METABOLIC_PROCESS
GOBP_L_PROLINE_BIOSYNTHETIC_...          SET       6     -0.73296    -0.013064      0.29468      0.99356 GOBP_L_PROLINE_BIOSYNTHETIC_PROCESS
GOBP_L_SERINE_BIOSYNTHETIC_P...          SET       6     -0.62571    -0.011152      0.36423      0.95708 GOBP_L_SERINE_BIOSYNTHETIC_PROCESS
GOBP_L_SERINE_CATABOLIC_PROC...          SET       5     -0.72261    -0.011758      0.37774      0.97212 GOBP_L_SERINE_CATABOLIC_PROCESS
GOBP_L_SERINE_METABOLIC_PROC...          SET      12     -0.17539   -0.0044201      0.23942      0.76808 GOBP_L_SERINE_METABOLIC_PROCESS
GOBP_L_SERINE_TRANSPORT                  SET       8     -0.20241   -0.0041656      0.35264      0.71701 GOBP_L_SERINE_TRANSPORT
GOBP_MACROAUTOPHAGY                      SET     305    -0.025081   -0.0031619     0.049616      0.69339 GOBP_MACROAUTOPHAGY
GOBP_MACROMOLECULE_CATABOLIC...          SET    1269     0.023578    0.0059035     0.025051      0.17331 GOBP_MACROMOLECULE_CATABOLIC_PROCESS
GOBP_MACROMOLECULE_DEACYLATI...          SET     118       0.1383     0.010899     0.079759      0.04147 GOBP_MACROMOLECULE_DEACYLATION
GOBP_MACROMOLECULE_DEPALMITO...          SET      14     0.039999    0.0010888      0.25186      0.43691 GOBP_MACROMOLECULE_DEPALMITOYLATION
GOBP_MACROPHAGE_ACTIVATION               SET     102     0.014016    0.0010274     0.095222      0.44149 GOBP_MACROPHAGE_ACTIVATION
GOBP_MACROPHAGE_ACTIVATION_I...          SET      19     -0.11251   -0.0035674      0.21968      0.69573 GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MACROPHAGE_APOPTOTIC_PR...          SET      12      0.48415     0.012202      0.23656     0.020355 GOBP_MACROPHAGE_APOPTOTIC_PROCESS
GOBP_MACROPHAGE_CHEMOTAXIS               SET      38      0.19006    0.0085178      0.14256     0.091242 GOBP_MACROPHAGE_CHEMOTAXIS
GOBP_MACROPHAGE_COLONY_STIMU...1         SET       6      0.30096    0.0053641      0.49393      0.27116 GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION
GOBP_MACROPHAGE_COLONY_STIMU...2         SET       7     -0.04144  -0.00079777      0.36568      0.54511 GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY
GOBP_MACROPHAGE_CYTOKINE_PRO...          SET      35      0.30184     0.012984      0.15222     0.023699 GOBP_MACROPHAGE_CYTOKINE_PRODUCTION
GOBP_MACROPHAGE_DIFFERENTIAT...          SET      54      0.29565     0.015788      0.13061     0.011804 GOBP_MACROPHAGE_DIFFERENTIATION
GOBP_MACROPHAGE_FUSION                   SET       6     -0.43405   -0.0077364      0.37466      0.87667 GOBP_MACROPHAGE_FUSION
GOBP_MACROPHAGE_INFLAMMATORY...          SET       6      -0.2307   -0.0041118      0.34903      0.74568 GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION
GOBP_MACROPHAGE_MIGRATION                SET      56     0.060319    0.0032802       0.1199      0.30745 GOBP_MACROPHAGE_MIGRATION
GOBP_MACROPHAGE_PROLIFERATION            SET      11       0.4775     0.011522      0.29407     0.052223 GOBP_MACROPHAGE_PROLIFERATION
GOBP_MACROPINOCYTOSIS                    SET      10     0.024599   0.00056596      0.23766      0.45878 GOBP_MACROPINOCYTOSIS
GOBP_MAGNESIUM_ION_HOMEOSTAS...          SET      10     -0.42698   -0.0098237      0.29366      0.92702 GOBP_MAGNESIUM_ION_HOMEOSTASIS
GOBP_MAGNESIUM_ION_TRANSPORT             SET      16     0.037617    0.0010946      0.27269      0.44514 GOBP_MAGNESIUM_ION_TRANSPORT
GOBP_MAINTENANCE_OF_ANIMAL_O...          SET       5    -0.063086   -0.0010265      0.39433      0.56355 GOBP_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY
GOBP_MAINTENANCE_OF_APICAL_B...          SET      10       0.1167    0.0026851      0.31889       0.3572 GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY
GOBP_MAINTENANCE_OF_BLOOD_BR...          SET      32      0.25647      0.01055      0.18026     0.077409 GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER
GOBP_MAINTENANCE_OF_CELL_NUM...          SET     171     0.071521    0.0067755     0.068593      0.14855 GOBP_MAINTENANCE_OF_CELL_NUMBER
GOBP_MAINTENANCE_OF_CELL_POL...          SET      17     0.027993    0.0008396      0.24606      0.45471 GOBP_MAINTENANCE_OF_CELL_POLARITY
GOBP_MAINTENANCE_OF_CENTROSO...          SET       6      0.19267    0.0034341       0.3191      0.27299 GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION
GOBP_MAINTENANCE_OF_DNA_REPE...          SET       7     -0.15747   -0.0030315      0.37267      0.66369 GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS
GOBP_MAINTENANCE_OF_GASTROIN...          SET      21     0.022838   0.00076121      0.23755      0.46171 GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM
GOBP_MAINTENANCE_OF_LENS_TRA...          SET       7     -0.32548   -0.0062659      0.40953      0.78662 GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY
GOBP_MAINTENANCE_OF_LOCATION             SET     321    -0.011367   -0.0014695     0.050099      0.58975 GOBP_MAINTENANCE_OF_LOCATION
GOBP_MAINTENANCE_OF_LOCATION...          SET     216   -0.0065936   -0.0007012     0.060423      0.54345 GOBP_MAINTENANCE_OF_LOCATION_IN_CELL
GOBP_MAINTENANCE_OF_ORGANELL...          SET      12      0.28157    0.0070962      0.22237      0.10272 GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION
GOBP_MAINTENANCE_OF_POSTSYNA...1         SET       5    -0.095783   -0.0015585      0.39422      0.59598 GOBP_MAINTENANCE_OF_POSTSYNAPTIC_DENSITY_STRUCTURE
GOBP_MAINTENANCE_OF_POSTSYNA...2         SET       8      0.16474    0.0033904      0.29565      0.28869 GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE
GOBP_MAINTENANCE_OF_PRESYNAP...          SET       6     -0.16354   -0.0029149      0.37913       0.6669 GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE
GOBP_MAINTENANCE_OF_PROTEIN_...1         SET      12     -0.11091   -0.0027952      0.23603      0.68079 GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM
GOBP_MAINTENANCE_OF_PROTEIN_...2         SET      40     -0.20009      -0.0092      0.12143       0.9503 GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE
GOBP_MAINTENANCE_OF_PROTEIN_...3         SET      82     -0.17921    -0.011785      0.09319      0.97276 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION
GOBP_MAINTENANCE_OF_PROTEIN_...4         SET      59      -0.1981    -0.011057      0.10611      0.96904 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL
GOBP_MAINTENANCE_OF_PROTEIN_...5         SET       7     0.046649   0.00089805      0.38859      0.45222 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION
GOBP_MAINTENANCE_OF_PROTEIN_...6         SET       5     -0.30231    -0.004919      0.36731      0.79476 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION
GOBP_MAINTENANCE_OF_PROTEIN_...7         SET      23     -0.21931   -0.0076497      0.15325      0.92378 GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS
GOBP_MAINTENANCE_OF_SISTER_C...          SET      10     -0.58592    -0.013481      0.29398      0.97687 GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION
GOBP_MAINTENANCE_OF_SYNAPSE_...          SET      26     0.077017     0.002856       0.1642      0.31952 GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE
GOBP_MALATE_METABOLIC_PROCESS            SET       9      0.02287    0.0004992      0.28515      0.46804 GOBP_MALATE_METABOLIC_PROCESS
GOBP_MALE_GAMETE_GENERATION              SET     550   -0.0062924   -0.0010582     0.037998      0.56576 GOBP_MALE_GAMETE_GENERATION
GOBP_MALE_GENITALIA_DEVELOPM...          SET      22     -0.14665   -0.0050029      0.21938      0.74807 GOBP_MALE_GENITALIA_DEVELOPMENT
GOBP_MALE_MATING_BEHAVIOR                SET       6     -0.20287   -0.0036159      0.42909      0.68182 GOBP_MALE_MATING_BEHAVIOR
GOBP_MALE_MEIOSIS_I                      SET      28     0.012209    0.0004698      0.15897      0.46939 GOBP_MALE_MEIOSIS_I
GOBP_MALE_MEIOTIC_NUCLEAR_DI...          SET      51     0.073838    0.0038324      0.12103       0.2709 GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION
GOBP_MALE_SEX_DETERMINATION              SET      11    -0.018227  -0.00043982      0.27902      0.52604 GOBP_MALE_SEX_DETERMINATION
GOBP_MALE_SEX_DIFFERENTIATION            SET     155     0.025844     0.002332      0.07447      0.36428 GOBP_MALE_SEX_DIFFERENTIATION
GOBP_MALONYL_COA_METABOLIC_P...          SET       5      0.24325    0.0039579      0.40955      0.27628 GOBP_MALONYL_COA_METABOLIC_PROCESS
GOBP_MAMMALIAN_OOGENESIS_STA...          SET      11      0.50176     0.012108      0.28965     0.041619 GOBP_MAMMALIAN_OOGENESIS_STAGE
GOBP_MAMMARY_GLAND_ALVEOLUS_...          SET      19     -0.18054   -0.0057244      0.23099      0.78278 GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT
GOBP_MAMMARY_GLAND_BRANCHING...          SET       6     -0.40188   -0.0071629      0.43291      0.82337 GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY
GOBP_MAMMARY_GLAND_DEVELOPME...          SET     130    0.0017852   0.00014762     0.083645      0.49149 GOBP_MAMMARY_GLAND_DEVELOPMENT
GOBP_MAMMARY_GLAND_DUCT_MORP...          SET      29   -0.0005048  -1.9768e-05       0.1769      0.50114 GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS
GOBP_MAMMARY_GLAND_EPITHELIA...1         SET      18     0.085672     0.002644      0.24763      0.36468 GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION
GOBP_MAMMARY_GLAND_EPITHELIA...2         SET      26     -0.20504   -0.0076035      0.19725       0.8507 GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION
GOBP_MAMMARY_GLAND_EPITHELIU...          SET      66     0.010468   0.00061785       0.1214      0.46564 GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT
GOBP_MAMMARY_GLAND_FORMATION             SET       7      0.40371    0.0077719      0.41457      0.16508 GOBP_MAMMARY_GLAND_FORMATION
GOBP_MAMMARY_GLAND_INVOLUTION            SET       9      0.20342    0.0044401      0.29943      0.24846 GOBP_MAMMARY_GLAND_INVOLUTION
GOBP_MAMMARY_GLAND_MORPHOGEN...          SET      44     0.077454    0.0037347       0.1437      0.29495 GOBP_MAMMARY_GLAND_MORPHOGENESIS
GOBP_MANCHETTE_ASSEMBLY                  SET       6     -0.29144   -0.0051945      0.42175      0.75522 GOBP_MANCHETTE_ASSEMBLY
GOBP_MANGANESE_ION_TRANSMEMB...          SET      10    -0.073383   -0.0016884      0.28056      0.60317 GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT
GOBP_MANNOSE_METABOLIC_PROCE...          SET       9   -0.0079325  -0.00017315      0.27994       0.5113 GOBP_MANNOSE_METABOLIC_PROCESS
GOBP_MANNOSYLATION                       SET      32     -0.14237   -0.0058561       0.1473      0.83311 GOBP_MANNOSYLATION
GOBP_MAPK_CASCADE                        SET     730     0.091755      0.01769     0.034495    0.0039112 GOBP_MAPK_CASCADE
GOBP_MARGINAL_ZONE_B_CELL_DI...          SET       8      0.23396    0.0048149      0.37555      0.26665 GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION
GOBP_MAST_CELL_ACTIVATION                SET      67    -0.077801   -0.0046263      0.11378      0.75294 GOBP_MAST_CELL_ACTIVATION
GOBP_MAST_CELL_CHEMOTAXIS                SET      11      0.28067    0.0067725      0.29736      0.17262 GOBP_MAST_CELL_CHEMOTAXIS
GOBP_MAST_CELL_CYTOKINE_PROD...          SET       7      0.15592    0.0030016      0.33376       0.3202 GOBP_MAST_CELL_CYTOKINE_PRODUCTION
GOBP_MAST_CELL_DIFFERENTIATI...          SET       6     0.052904   0.00094293      0.40113      0.44754 GOBP_MAST_CELL_DIFFERENTIATION
GOBP_MAST_CELL_MEDIATED_IMMU...          SET      55    -0.092936   -0.0050086      0.12385      0.77349 GOBP_MAST_CELL_MEDIATED_IMMUNITY
GOBP_MAST_CELL_MIGRATION                 SET      14      0.25836    0.0070325      0.25335      0.15393 GOBP_MAST_CELL_MIGRATION
GOBP_MAST_CELL_PROLIFERATION             SET       7      0.30251    0.0058236      0.42262      0.23706 GOBP_MAST_CELL_PROLIFERATION
GOBP_MATERNAL_PLACENTA_DEVEL...          SET      33      0.11025    0.0046053      0.16086      0.24655 GOBP_MATERNAL_PLACENTA_DEVELOPMENT
GOBP_MATERNAL_PROCESS_INVOLV...1         SET      56     -0.10372     -0.00564      0.12482      0.79698 GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY
