# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
BHAT_ESR1_TARGETS_NOT_VIA_AK...2         SET     203      0.15047     0.015518     0.066942       0.0123 BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP
BHAT_ESR1_TARGETS_VIA_AKT1_DN            SET      82      0.21438     0.014097      0.11038     0.026066 BHAT_ESR1_TARGETS_VIA_AKT1_DN
BHAT_ESR1_TARGETS_VIA_AKT1_UP            SET     273      0.11416     0.013628      0.05747     0.023497 BHAT_ESR1_TARGETS_VIA_AKT1_UP
BIDUS_METASTASIS_DN                      SET     142    -0.072245   -0.0062416     0.075247      0.83149 BIDUS_METASTASIS_DN
BIDUS_METASTASIS_UP                      SET     196     0.083529    0.0084662     0.064715     0.098407 BIDUS_METASTASIS_UP
BILANGES_RAPAMYCIN_SENSITIVE...1         SET      35      -0.1325   -0.0056996      0.13072      0.84462 BILANGES_RAPAMYCIN_SENSITIVE_GENES
BILANGES_RAPAMYCIN_SENSITIVE...2         SET      61       0.1175    0.0066681      0.11335      0.14995 BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2
BILANGES_SERUM_AND_RAPAMYCIN...          SET      64      0.01926    0.0011194      0.10697      0.42856 BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
BILANGES_SERUM_RESPONSE_TRAN...          SET      31      0.21037    0.0085173      0.16129     0.096077 BILANGES_SERUM_RESPONSE_TRANSLATION
BILANGES_SERUM_SENSITIVE_GEN...          SET      73      0.20401     0.012661      0.11327     0.035848 BILANGES_SERUM_SENSITIVE_GENES
BILANGES_SERUM_SENSITIVE_VIA...1         SET      21      0.10631    0.0035435      0.18129       0.2788 BILANGES_SERUM_SENSITIVE_VIA_TSC1
BILANGES_SERUM_SENSITIVE_VIA...2         SET      29      0.13052    0.0051115      0.15365      0.19781 BILANGES_SERUM_SENSITIVE_VIA_TSC2
BILBAN_B_CLL_LPL_DN                      SET      38     -0.11913   -0.0053392      0.14392      0.79609 BILBAN_B_CLL_LPL_DN
BILBAN_B_CLL_LPL_UP                      SET      59    -0.061778    -0.003448      0.12368      0.69129 BILBAN_B_CLL_LPL_UP
BILD_CTNNB1_ONCOGENIC_SIGNAT...          SET      73     0.098142    0.0060906      0.11351      0.19364 BILD_CTNNB1_ONCOGENIC_SIGNATURE
BILD_E2F3_ONCOGENIC_SIGNATURE            SET     238     0.093071     0.010383     0.059909     0.060156 BILD_E2F3_ONCOGENIC_SIGNATURE
BILD_HRAS_ONCOGENIC_SIGNATURE            SET     237     0.085734    0.0095449     0.062048     0.083534 BILD_HRAS_ONCOGENIC_SIGNATURE
BILD_MYC_ONCOGENIC_SIGNATURE             SET     192     0.042907    0.0043048     0.060156      0.23785 BILD_MYC_ONCOGENIC_SIGNATURE
BILD_SRC_ONCOGENIC_SIGNATURE             SET      56    -0.032629   -0.0017744      0.12432      0.60351 BILD_SRC_ONCOGENIC_SIGNATURE
BIOCARTA_41BB_PATHWAY                    SET      18      0.30327    0.0093594       0.1896     0.054857 BIOCARTA_41BB_PATHWAY
BIOCARTA_ACE2_PATHWAY                    SET       9        1.478      0.03226      0.37627   4.3009e-05 BIOCARTA_ACE2_PATHWAY
BIOCARTA_ACETAMINOPHEN_PATHW...          SET       5      0.37675    0.0061301      0.44923      0.20084 BIOCARTA_ACETAMINOPHEN_PATHWAY
BIOCARTA_ACH_PATHWAY                     SET      14      0.29099    0.0079209       0.2592       0.1308 BIOCARTA_ACH_PATHWAY
BIOCARTA_ACTINY_PATHWAY                  SET      11      0.47011     0.011344       0.3057     0.062058 BIOCARTA_ACTINY_PATHWAY
BIOCARTA_AGPCR_PATHWAY                   SET      11       0.2287    0.0055185      0.28865       0.2141 BIOCARTA_AGPCR_PATHWAY
BIOCARTA_AGR_PATHWAY                     SET      30      0.20624    0.0082145      0.16838      0.11032 BIOCARTA_AGR_PATHWAY
BIOCARTA_AHSP_PATHWAY                    SET      10     -0.21447   -0.0049345       0.2602       0.7951 BIOCARTA_AHSP_PATHWAY
BIOCARTA_AKAP13_PATHWAY                  SET      11    -0.035377  -0.00085366      0.31995      0.54402 BIOCARTA_AKAP13_PATHWAY
BIOCARTA_AKAP95_PATHWAY                  SET      11      0.10743    0.0025923       0.2769      0.34902 BIOCARTA_AKAP95_PATHWAY
BIOCARTA_AKAPCENTROSOME_PATH...          SET      14     -0.15931   -0.0043363      0.24634      0.74108 BIOCARTA_AKAPCENTROSOME_PATHWAY
BIOCARTA_AKT_PATHWAY                     SET      20      0.26659     0.008672       0.2038     0.095431 BIOCARTA_AKT_PATHWAY
BIOCARTA_ALK_PATHWAY                     SET      35      0.24497     0.010537      0.16504     0.068875 BIOCARTA_ALK_PATHWAY
BIOCARTA_ALTERNATIVE_PATHWAY             SET       8      0.55713     0.011466      0.34451     0.052931 BIOCARTA_ALTERNATIVE_PATHWAY
BIOCARTA_AMAN_PATHWAY                    SET      14      0.29425    0.0080094      0.22382     0.094324 BIOCARTA_AMAN_PATHWAY
BIOCARTA_AMI_PATHWAY                     SET      18      0.69045     0.021308      0.19943   0.00026859 BIOCARTA_AMI_PATHWAY
BIOCARTA_ARAP_PATHWAY                    SET      17      0.20704    0.0062098      0.19962      0.14983 BIOCARTA_ARAP_PATHWAY
BIOCARTA_ARENRF2_PATHWAY                 SET      20      0.21623    0.0070338      0.21512      0.15741 BIOCARTA_ARENRF2_PATHWAY
BIOCARTA_ARF_PATHWAY                     SET      17      0.68698     0.020604      0.23336    0.0016231 BIOCARTA_ARF_PATHWAY
BIOCARTA_ASBCELL_PATHWAY                 SET      12    -0.011595  -0.00029223      0.28708      0.51611 BIOCARTA_ASBCELL_PATHWAY
BIOCARTA_AT1R_PATHWAY                    SET      26      0.30046     0.011142      0.17934      0.04694 BIOCARTA_AT1R_PATHWAY
BIOCARTA_ATM_PATHWAY                     SET      20   0.00072491   2.3581e-05      0.20388      0.49858 BIOCARTA_ATM_PATHWAY
BIOCARTA_ATRBRCA_PATHWAY                 SET      22   -0.0047303  -0.00016137      0.18813      0.51003 BIOCARTA_ATRBRCA_PATHWAY
BIOCARTA_BAD_PATHWAY                     SET      24     0.033536    0.0011949      0.18801      0.42921 BIOCARTA_BAD_PATHWAY
BIOCARTA_BARD1_PATHWAY                   SET       8    -0.010247  -0.00021087       0.3195      0.51279 BIOCARTA_BARD1_PATHWAY
BIOCARTA_BARRESTIN_PATHWAY               SET      12      0.27721    0.0069863      0.27942      0.16058 BIOCARTA_BARRESTIN_PATHWAY
BIOCARTA_BARRESTIN_SRC_PATHW...          SET      17      0.41531     0.012456      0.23997     0.041767 BIOCARTA_BARRESTIN_SRC_PATHWAY
BIOCARTA_BARR_MAPK_PATHWAY               SET      14      0.40972     0.011153      0.27196      0.06597 BIOCARTA_BARR_MAPK_PATHWAY
BIOCARTA_BBCELL_PATHWAY                  SET       8      0.13183     0.002713      0.38412      0.36573 BIOCARTA_BBCELL_PATHWAY
BIOCARTA_BCELLSURVIVAL_PATHW...          SET      14     -0.01061  -0.00028882      0.25866      0.51636 BIOCARTA_BCELLSURVIVAL_PATHWAY
BIOCARTA_BCR_PATHWAY                     SET      31       0.2776     0.011239      0.15874     0.040174 BIOCARTA_BCR_PATHWAY
BIOCARTA_BIOPEPTIDES_PATHWAY             SET      28      0.26855     0.010334      0.16958     0.056645 BIOCARTA_BIOPEPTIDES_PATHWAY
BIOCARTA_BLYMPHOCYTE_PATHWAY             SET      12     -0.30068   -0.0075779      0.28184      0.85697 BIOCARTA_BLYMPHOCYTE_PATHWAY
BIOCARTA_BOTULIN_PATHWAY                 SET       5      0.04182   0.00068045      0.40001      0.45837 BIOCARTA_BOTULIN_PATHWAY
BIOCARTA_BTG2_PATHWAY                    SET      11     -0.10327   -0.0024919      0.27735      0.64517 BIOCARTA_BTG2_PATHWAY
BIOCARTA_CACAM_PATHWAY                   SET       9  -0.00040846  -8.9158e-06       0.3134      0.50052 BIOCARTA_CACAM_PATHWAY
BIOCARTA_CALCINEURIN_PATHWAY             SET      17      0.12568    0.0037693      0.20371      0.26864 BIOCARTA_CALCINEURIN_PATHWAY
BIOCARTA_CARDIACEGF_PATHWAY              SET      17      0.55186     0.016552      0.22992    0.0081962 BIOCARTA_CARDIACEGF_PATHWAY
BIOCARTA_CARM1_PATHWAY                   SET      12     -0.14143   -0.0035645      0.30239         0.68 BIOCARTA_CARM1_PATHWAY
BIOCARTA_CARM_ER_PATHWAY                 SET      23     0.014111    0.0004922      0.20326      0.47233 BIOCARTA_CARM_ER_PATHWAY
BIOCARTA_CASPASE_PATHWAY                 SET      21      0.10416    0.0034718      0.19931      0.30063 BIOCARTA_CASPASE_PATHWAY
BIOCARTA_CB1R_PATHWAY                    SET       7     -0.17411   -0.0033519      0.30226       0.7177 BIOCARTA_CB1R_PATHWAY
BIOCARTA_CBL_PATHWAY                     SET      11       0.2884    0.0069591      0.28079      0.15219 BIOCARTA_CBL_PATHWAY
BIOCARTA_CCR3_PATHWAY                    SET      18      0.36339     0.011215      0.21948     0.048903 BIOCARTA_CCR3_PATHWAY
BIOCARTA_CCR5_PATHWAY                    SET      16      0.30664    0.0089228      0.23465     0.095641 BIOCARTA_CCR5_PATHWAY
BIOCARTA_CD40_PATHWAY                    SET      12      0.32132     0.008098      0.24304      0.09308 BIOCARTA_CD40_PATHWAY
BIOCARTA_CDC25_PATHWAY                   SET       9     0.064117    0.0013995      0.27022      0.40622 BIOCARTA_CDC25_PATHWAY
BIOCARTA_CDC42RAC_PATHWAY                SET       8      0.63342     0.013036      0.34139     0.031776 BIOCARTA_CDC42RAC_PATHWAY
BIOCARTA_CDK5_PATHWAY                    SET      13     -0.27817   -0.0072966      0.24331      0.87353 BIOCARTA_CDK5_PATHWAY
BIOCARTA_CDMAC_PATHWAY                   SET      16      0.25741    0.0074902      0.22984      0.13137 BIOCARTA_CDMAC_PATHWAY
BIOCARTA_CELL2CELL_PATHWAY               SET      10    -0.036165  -0.00083206      0.27155      0.55297 BIOCARTA_CELL2CELL_PATHWAY
BIOCARTA_CELLCYCLE_PATHWAY               SET      23      0.25339    0.0088384      0.17877     0.078191 BIOCARTA_CELLCYCLE_PATHWAY
BIOCARTA_CERAMIDE_PATHWAY                SET      20     0.048776    0.0015867      0.18952      0.39845 BIOCARTA_CERAMIDE_PATHWAY
BIOCARTA_CFTR_PATHWAY                    SET      11      0.36594      0.00883      0.27956     0.095282 BIOCARTA_CFTR_PATHWAY
BIOCARTA_CHEMICAL_PATHWAY                SET      18      0.17971     0.005546      0.21636       0.2031 BIOCARTA_CHEMICAL_PATHWAY
BIOCARTA_CHREBP_PATHWAY                  SET      19      0.01312     0.000416      0.20812      0.47487 BIOCARTA_CHREBP_PATHWAY
BIOCARTA_CIRCADIAN_PATHWAY               SET       6      0.36616    0.0065262      0.36949      0.16085 BIOCARTA_CIRCADIAN_PATHWAY
BIOCARTA_CK1_PATHWAY                     SET      16      0.21251    0.0061836      0.22746      0.17509 BIOCARTA_CK1_PATHWAY
BIOCARTA_CLASSIC_PATHWAY                 SET      14      0.31219    0.0084978      0.25985       0.1148 BIOCARTA_CLASSIC_PATHWAY
BIOCARTA_COMP_PATHWAY                    SET      19      0.26038    0.0082558      0.21174       0.1094 BIOCARTA_COMP_PATHWAY
BIOCARTA_CPSF_PATHWAY                    SET       9     0.022312   0.00048703       0.2638       0.4663 BIOCARTA_CPSF_PATHWAY
BIOCARTA_CREB_PATHWAY                    SET      22      0.47063     0.016055      0.19582    0.0081268 BIOCARTA_CREB_PATHWAY
BIOCARTA_CREM_PATHWAY                    SET       6      0.58792     0.010479       0.4342     0.087871 BIOCARTA_CREM_PATHWAY
BIOCARTA_CSK_PATHWAY                     SET      20      -0.1002   -0.0032594      0.19992      0.69188 BIOCARTA_CSK_PATHWAY
BIOCARTA_CTBP1_PATHWAY                   SET       8      0.33219    0.0068364       0.3057       0.1386 BIOCARTA_CTBP1_PATHWAY
BIOCARTA_CTCF_PATHWAY                    SET      24      0.50176     0.017878      0.19996    0.0060521 BIOCARTA_CTCF_PATHWAY
BIOCARTA_CTLA4_PATHWAY                   SET      20     -0.21786   -0.0070869       0.2109      0.84919 BIOCARTA_CTLA4_PATHWAY
BIOCARTA_CTL_PATHWAY                     SET      13       0.3316    0.0086981      0.23606      0.08006 BIOCARTA_CTL_PATHWAY
BIOCARTA_CXCR4_PATHWAY                   SET      19      0.35085     0.011124      0.20205     0.041253 BIOCARTA_CXCR4_PATHWAY
BIOCARTA_CYTOKINE_PATHWAY                SET      19      0.12901    0.0040904      0.20119       0.2607 BIOCARTA_CYTOKINE_PATHWAY
BIOCARTA_D4GDI_PATHWAY                   SET      12    -0.089549   -0.0022568       0.2884      0.62191 BIOCARTA_D4GDI_PATHWAY
BIOCARTA_DC_PATHWAY                      SET      16    -0.012162  -0.00035389      0.22559       0.5215 BIOCARTA_DC_PATHWAY
BIOCARTA_DEATH_PATHWAY                   SET      27      0.16114    0.0060892      0.17318      0.17607 BIOCARTA_DEATH_PATHWAY
BIOCARTA_DICER_PATHWAY                   SET       5     -0.62054    -0.010097      0.46933      0.90694 BIOCARTA_DICER_PATHWAY
BIOCARTA_DNAFRAGMENT_PATHWAY             SET      10     -0.20165   -0.0046394      0.27501      0.76828 BIOCARTA_DNAFRAGMENT_PATHWAY
BIOCARTA_DREAM_PATHWAY                   SET      13     0.019426   0.00050956      0.26411      0.47068 BIOCARTA_DREAM_PATHWAY
BIOCARTA_DSP_PATHWAY                     SET       8      0.29622    0.0060962      0.30088      0.16244 BIOCARTA_DSP_PATHWAY
BIOCARTA_ECM_PATHWAY                     SET      19     -0.06543   -0.0020745       0.2015       0.6273 BIOCARTA_ECM_PATHWAY
BIOCARTA_EDG1_PATHWAY                    SET      22      0.41536      0.01417      0.20014     0.018982 BIOCARTA_EDG1_PATHWAY
BIOCARTA_EEA1_PATHWAY                    SET       7     -0.39188   -0.0075441      0.32101       0.8889 BIOCARTA_EEA1_PATHWAY
BIOCARTA_EFP_PATHWAY                     SET      16     -0.23068   -0.0067124      0.20312      0.87195 BIOCARTA_EFP_PATHWAY
BIOCARTA_EGFR_SMRTE_PATHWAY              SET      11      0.18334    0.0044241      0.31722      0.28164 BIOCARTA_EGFR_SMRTE_PATHWAY
BIOCARTA_EGF_PATHWAY                     SET      26       0.2284    0.0084697      0.16735     0.086163 BIOCARTA_EGF_PATHWAY
BIOCARTA_EICOSANOID_PATHWAY              SET      21    -0.018224  -0.00060743       0.2171      0.53345 BIOCARTA_EICOSANOID_PATHWAY
BIOCARTA_EIF2_PATHWAY                    SET       9      0.15226    0.0033235      0.26868      0.28546 BIOCARTA_EIF2_PATHWAY
BIOCARTA_EIF4_PATHWAY                    SET      24      0.19791    0.0070516      0.17828      0.13348 BIOCARTA_EIF4_PATHWAY
BIOCARTA_EIF_PATHWAY                     SET      14      0.42836      0.01166      0.21988      0.02571 BIOCARTA_EIF_PATHWAY
BIOCARTA_EOSINOPHILS_PATHWAY             SET       8      0.23235    0.0047818      0.29894       0.2185 BIOCARTA_EOSINOPHILS_PATHWAY
BIOCARTA_EPHA4_PATHWAY                   SET       8      0.37364    0.0076895      0.36226      0.15118 BIOCARTA_EPHA4_PATHWAY
BIOCARTA_EPONFKB_PATHWAY                 SET       9      0.49376     0.010778      0.29442     0.046777 BIOCARTA_EPONFKB_PATHWAY
BIOCARTA_EPO_PATHWAY                     SET      18      0.28052    0.0086574      0.20661     0.087285 BIOCARTA_EPO_PATHWAY
BIOCARTA_ERAD_PATHWAY                    SET      19      0.23195    0.0073542      0.18469      0.10458 BIOCARTA_ERAD_PATHWAY
BIOCARTA_ERBB3_PATHWAY                   SET       5      -0.7404    -0.012047      0.42933      0.95769 BIOCARTA_ERBB3_PATHWAY
BIOCARTA_ERBB4_PATHWAY                   SET       7      0.24779    0.0047702       0.3204      0.21966 BIOCARTA_ERBB4_PATHWAY
BIOCARTA_ERK5_PATHWAY                    SET      13      0.33585    0.0088096      0.23573     0.077124 BIOCARTA_ERK5_PATHWAY
BIOCARTA_ERK_PATHWAY                     SET      26     0.093676    0.0034738      0.18296      0.30433 BIOCARTA_ERK_PATHWAY
BIOCARTA_ERYTH_PATHWAY                   SET      14      0.38722      0.01054      0.24773     0.059026 BIOCARTA_ERYTH_PATHWAY
BIOCARTA_ETC_PATHWAY                     SET       8     -0.20663   -0.0042524      0.28455      0.76612 BIOCARTA_ETC_PATHWAY
BIOCARTA_ETS_PATHWAY                     SET      17      0.67673     0.020297      0.21047   0.00065263 BIOCARTA_ETS_PATHWAY
BIOCARTA_EXTRINSIC_PATHWAY               SET      13    -0.036434  -0.00095568      0.23088      0.56269 BIOCARTA_EXTRINSIC_PATHWAY
BIOCARTA_FAS_PATHWAY                     SET      30      0.32646     0.013003      0.17201     0.028861 BIOCARTA_FAS_PATHWAY
BIOCARTA_FBW7_PATHWAY                    SET       9      0.41477    0.0090535      0.28158     0.070379 BIOCARTA_FBW7_PATHWAY
BIOCARTA_FCER1_PATHWAY                   SET      37      0.21532    0.0095222      0.14384     0.067222 BIOCARTA_FCER1_PATHWAY
BIOCARTA_FEEDER_PATHWAY                  SET       9    -0.024389  -0.00053236      0.22546      0.54307 BIOCARTA_FEEDER_PATHWAY
BIOCARTA_FIBRINOLYSIS_PATHWAY            SET      12      0.93594     0.023588      0.28697   0.00055538 BIOCARTA_FIBRINOLYSIS_PATHWAY
BIOCARTA_FLUMAZENIL_PATHWAY              SET       8      0.08169    0.0016812      0.35302       0.4085 BIOCARTA_FLUMAZENIL_PATHWAY
BIOCARTA_FMLP_PATHWAY                    SET      33       0.2345    0.0097951      0.14635     0.054557 BIOCARTA_FMLP_PATHWAY
BIOCARTA_FOSB_PATHWAY                    SET       5      0.39116    0.0063646      0.34705      0.12985 BIOCARTA_FOSB_PATHWAY
BIOCARTA_FREE_PATHWAY                    SET       9     0.034779   0.00075913      0.25604      0.44598 BIOCARTA_FREE_PATHWAY
BIOCARTA_FXR_PATHWAY                     SET       7      0.88197     0.016979      0.32336    0.0031937 BIOCARTA_FXR_PATHWAY
BIOCARTA_G1_PATHWAY                      SET      28       0.4454     0.017139      0.17462    0.0053812 BIOCARTA_G1_PATHWAY
BIOCARTA_G2_PATHWAY                      SET      24      0.13999    0.0049878      0.18732      0.22744 BIOCARTA_G2_PATHWAY
BIOCARTA_GABA_PATHWAY                    SET       9     -0.29413   -0.0064202      0.28471      0.84921 BIOCARTA_GABA_PATHWAY
BIOCARTA_GATA3_PATHWAY                   SET      14      0.15418    0.0041969      0.23331      0.25436 BIOCARTA_GATA3_PATHWAY
BIOCARTA_GCR_PATHWAY                     SET      17      0.36074      0.01082      0.23499     0.062385 BIOCARTA_GCR_PATHWAY
BIOCARTA_GHRELIN_PATHWAY                 SET      13    0.0042918   0.00011258       0.2601      0.49342 BIOCARTA_GHRELIN_PATHWAY
BIOCARTA_GH_PATHWAY                      SET      27      0.42423     0.016031      0.17139    0.0066617 BIOCARTA_GH_PATHWAY
BIOCARTA_GLEEVEC_PATHWAY                 SET      23      0.34832      0.01215      0.19421     0.036453 BIOCARTA_GLEEVEC_PATHWAY
BIOCARTA_GPCR_PATHWAY                    SET      28      0.12029    0.0046288      0.16734      0.23612 BIOCARTA_GPCR_PATHWAY
BIOCARTA_GRANULOCYTES_PATHWAY            SET      14      0.15119    0.0041155      0.24915      0.27198 BIOCARTA_GRANULOCYTES_PATHWAY
BIOCARTA_GSK3_PATHWAY                    SET      19     0.070842    0.0022461      0.20167      0.36269 BIOCARTA_GSK3_PATHWAY
BIOCARTA_HBX_PATHWAY                     SET       7      0.43836     0.008439      0.33845     0.097634 BIOCARTA_HBX_PATHWAY
BIOCARTA_HCMV_PATHWAY                    SET      17      0.37676       0.0113      0.21734     0.041511 BIOCARTA_HCMV_PATHWAY
BIOCARTA_HDAC_PATHWAY                    SET      24        0.123    0.0043824      0.19016      0.25889 BIOCARTA_HDAC_PATHWAY
BIOCARTA_HER2_PATHWAY                    SET      23     0.054038    0.0018849      0.18825      0.38703 BIOCARTA_HER2_PATHWAY
BIOCARTA_HES_PATHWAY                     SET      11        0.247    0.0059601      0.27197       0.1819 BIOCARTA_HES_PATHWAY
BIOCARTA_HIF_PATHWAY                     SET      15      0.58086     0.016366       0.2789     0.018647 BIOCARTA_HIF_PATHWAY
BIOCARTA_HIVNEF_PATHWAY                  SET      54     0.084531    0.0045142      0.11458      0.23035 BIOCARTA_HIVNEF_PATHWAY
BIOCARTA_HSP27_PATHWAY                   SET      14     -0.11121   -0.0030272       0.2217      0.69204 BIOCARTA_HSP27_PATHWAY
BIOCARTA_HSWI_SNF_PATHWAY                SET      12      0.33217    0.0083714       0.2688      0.10828 BIOCARTA_HSWI_SNF_PATHWAY
BIOCARTA_IFNA_PATHWAY                    SET       9    -0.081619   -0.0017815       0.3076      0.60462 BIOCARTA_IFNA_PATHWAY
BIOCARTA_IFNG_PATHWAY                    SET       6      0.27874    0.0049681       0.4491      0.26742 BIOCARTA_IFNG_PATHWAY
BIOCARTA_IGF1MTOR_PATHWAY                SET      18      0.36411     0.011237      0.21019     0.041619 BIOCARTA_IGF1MTOR_PATHWAY
BIOCARTA_IGF1R_PATHWAY                   SET      23      0.18031    0.0062893       0.1851      0.16501 BIOCARTA_IGF1R_PATHWAY
BIOCARTA_IGF1_PATHWAY                    SET      20      0.20864    0.0067868      0.18689      0.13215 BIOCARTA_IGF1_PATHWAY
BIOCARTA_IL10_PATHWAY                    SET      13      -0.1404   -0.0036828      0.25504      0.70901 BIOCARTA_IL10_PATHWAY
BIOCARTA_IL12_PATHWAY                    SET      18       0.1557    0.0048051      0.23203       0.2511 BIOCARTA_IL12_PATHWAY
BIOCARTA_IL17_PATHWAY                    SET      15    -0.037664   -0.0010612       0.2455      0.56096 BIOCARTA_IL17_PATHWAY
BIOCARTA_IL1R_PATHWAY                    SET      29      0.35262     0.013809      0.16886     0.018397 BIOCARTA_IL1R_PATHWAY
BIOCARTA_IL22BP_PATHWAY                  SET       9      0.43772    0.0095545      0.37442      0.12119 BIOCARTA_IL22BP_PATHWAY
BIOCARTA_IL2RB_PATHWAY                   SET      36      0.14901    0.0065005      0.15085      0.16162 BIOCARTA_IL2RB_PATHWAY
BIOCARTA_IL2_PATHWAY                     SET      20        0.024   0.00078069      0.20823      0.45412 BIOCARTA_IL2_PATHWAY
BIOCARTA_IL3_PATHWAY                     SET      14     0.023036   0.00062704      0.23737      0.46135 BIOCARTA_IL3_PATHWAY
BIOCARTA_IL4_PATHWAY                     SET      10     0.024931   0.00057361      0.28622      0.46529 BIOCARTA_IL4_PATHWAY
BIOCARTA_IL5_PATHWAY                     SET      11      0.22696    0.0054766      0.26295      0.19403 BIOCARTA_IL5_PATHWAY
BIOCARTA_IL6_PATHWAY                     SET      20       0.2688    0.0087439      0.19624      0.08539 BIOCARTA_IL6_PATHWAY
